Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,LinkedIn,Facebook,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Similar Companies,Trend Score (90 Days),Patents Granted,Most Popular Patent Class,Trademarks Registered,Most Popular Trademark Class,Diversity Spotlight
Ohoskin,https://www.crunchbase.com/organization/ohoskin,,"Consumer Goods, E-Commerce, Manufacturing, Textiles","Catania, Sicilia, Italy",Ohoskin is a manufacturer of bio-based material alternatives to leather made with oranges and cactuses.,"113,253","European Union (EU), Europe, Middle East, and Africa (EMEA)",95127,,Active,2019-01-01,year,,,,,For Profit,https://www.ohoskin.com,https://www.linkedin.com/company/ohoskinsrl/,https://www.facebook.com/ohoskinbrand/,info@ohoskin.com,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing",1.0,Adriana Santanocito,1-10,1.0,Seed,2024-07-22,300000.0,USD,300000.0,Pre-Seed,300000.0,USD,300000.0,Pre-Seed,300000.0,USD,300000.0,300000.0,USD,300000.0,Motor Valley Accelerator,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,18.0,0.4,1.0,Treatment Of Textiles Or The Like; Laundering; Flexible Materials Not Otherwise Provided For,1.0,Leather and imitations of leather,
Oraigo,https://www.crunchbase.com/organization/oraigo,,"Automotive, Electronics, Hardware, Human Computer Interaction, Neuroscience, Software, Wearables","Padova, Veneto, Italy","Pioneering brain solutions for life quality, now targeting drowsiness & microsleep while driving.","113,912","European Union (EU), Europe, Middle East, and Africa (EMEA)",35134,,Active,2019-01-23,day,,,,,For Profit,https://www.oraigo.com,https://www.linkedin.com/company/oraigo/,https://www.facebook.com/Oraigo,info@oraigo.com,,,,,,,,,,,,,,"Biotechnology, Consumer Electronics, Design, Hardware, Science and Engineering, Software, Transportation",,,1-10,3.0,Seed,2021-12-02,532000.0,EUR,601479.0,Convertible Note,400000.0,EUR,485954.0,Pre-Seed,530000.0,EUR,633978.0,1062000.0,EUR,1235457.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,1.5,1.0,,0.0,Scientific and electric apparatus and instruments,
PlantBit,https://www.crunchbase.com/organization/plantbit,,"AgTech, Farming","Parma, Emilia-Romagna, Italy",PlantBit is a producer of sensors and services for smart farming.,"113,950","European Union (EU), Europe, Middle East, and Africa (EMEA)",43124,,Active,2023-01-01,year,,,,,For Profit,https://www.plantbit.it,https://www.linkedin.com/company/plantbit,,info@plantbit.it,,,,,,,,,,,,,,Agriculture and Farming,,,1-10,1.0,Seed,2024-12-20,200000.0,EUR,208630.0,Pre-Seed,200000.0,EUR,208630.0,Pre-Seed,200000.0,EUR,208630.0,200000.0,EUR,208630.0,"Scientifica Venture Capital, Terra Next",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2.2,,,,,
Kilogram,https://www.crunchbase.com/organization/kilogram,,"Fitness, Software, Wellness","Turin, Piemonte, Italy",Kilogram is the creator of a weight loss software that uses food photos to estimate calorie consumption.,"115,859","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,Active,2022-01-01,year,,,,,For Profit,https://kilogram.it,https://www.linkedin.com/company/kilogram-app,,,,,,,,,,,,,,,,"Health Care, Software, Sports",2.0,"Eric Lacroix, Victor Osorio",1-10,1.0,Seed,2024-04-09,150000.0,EUR,162883.0,Pre-Seed,150000.0,EUR,162883.0,Pre-Seed,150000.0,EUR,162883.0,150000.0,EUR,162883.0,Archangel AdVenture,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,0.7,,,,,
FunniFin,https://www.crunchbase.com/organization/fantatrading,,"EdTech, FinTech, Gaming","Florence, Toscana, Italy","Financial education tool as a service for financial institutions, fintech companies and banks.","116,527","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2021-11-17,day,,,,,For Profit,https://www.funnifin.com/,https://www.linkedin.com/company/funnifin/?viewAsMember=true,,lapo.nidiaci@funnifin.com,,,,,,,,,,,,,,"Education, Financial Services, Gaming, Software",5.0,"Federico Angelini, Giulia Galbiati, Lapo Nidiaci, Leonardo Capotosto, Matteo Moscarelli",1-10,2.0,Seed,2023-02-01,60000.0,EUR,66077.0,Pre-Seed,60000.0,EUR,66077.0,Pre-Seed,84000.0,EUR,89672.0,84000.0,EUR,89672.0,"IKIGAI, Nanabianca",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.0,-0.5,,,,,
BoxxDocks,https://www.crunchbase.com/organization/boxxdocks,,Logistics,"London, England, United Kingdom",AI-enabled track & trace platform for B2B logistics.,"116,673","Europe, Middle East, and Africa (EMEA)",,,Active,2021-05-25,day,,,,,For Profit,https://boxxdocks.com,https://www.linkedin.com/company/boxxdocks,https://www.facebook.com/BoxxDocks/,hello@boxxdocks.com,,,,,,,,,,,,,,Transportation,,,1-10,2.0,Seed,2023-07-10,150000.0,GBP,192961.0,Pre-Seed,150000.0,GBP,192961.0,Pre-Seed,312961.0,USD,312961.0,312961.0,USD,312961.0,"Techstars, British Design Fund",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,-0.2,0.0,Conveying; Packing; Storing; Handling Thin Or Filamentary Material,0.0,,
Divinea,https://www.crunchbase.com/organization/divinea,,"CRM, Direct Sales, SaaS, Software, Wine And Spirits","Milano, Lombardia, Italy",SaaS for wineries to boost the direct-to-consumer sales,"117,248","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,Less than $1M,Active,2019-05-08,day,,,,,For Profit,https://wine-suite.com,https://www.linkedin.com/company/divinea/,https://www.facebook.com/divinea.experiences/,hello@divinea.com,+393755588485,,,,,,,,,,,,,"Food and Beverage, Information Technology, Sales and Marketing, Software",4.0,"Andrè Luiz da Silva, Carlo Rossi Chauvenet, Filippo Galanti, Mattteo Ranghetti",11-50,2.0,Seed,2021-03-10,300000.0,EUR,357735.0,Seed,300000.0,EUR,357735.0,Seed,550000.0,EUR,637321.0,550000.0,EUR,637321.0,Generali Group,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,1.7,0.0,,2.0,Advertising; business,
Always Friday,https://www.crunchbase.com/organization/always-friday-60c8,,"Events, Marketplace, Software, Travel","Milano, Lombardia, Italy",AI-powered B2B Marketplace for Corporate Events,"117,963","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-01-15,day,,,,,For Profit,https://www.alwaysfriday.it/,https://www.linkedin.com/company/alwaysfridayit/,,info@alwaysfriday.it,3514961131,,,,,,,,,,,,,"Commerce and Shopping, Events, Media and Entertainment, Software, Travel and Tourism",,,1-10,1.0,Seed,2024-09-11,50000.0,EUR,55052.0,Angel,50000.0,EUR,55052.0,Angel,50000.0,EUR,55052.0,50000.0,EUR,55052.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,11.0,0.9,,,,,
I-VASC,https://www.crunchbase.com/organization/i-vasc,,"Health Care, Medical, Medical Device","Milan, Lombardia, Italy",I-VASC has developed the VELEX device using new technology to treat CVI and varicose veins.,"118,675","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.i-vasc.com/,https://www.linkedin.com/company/i-vasc,,info@i-vasc.com,1+(999)-323-0202,,,,,,,,,,,,,Health Care,,,1-10,2.0,Early Stage Venture,2021-06-30,1170000.0,EUR,1387444.0,Series A,1170000.0,EUR,1387444.0,Series A,2137444.0,USD,2137444.0,2137444.0,USD,2137444.0,"Bootes, Nalini family Office, Rosario Bifulco, Luca Trevisan, Fabio Faltoni",,6.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,1.4,7.0,Medical Or Veterinary Science; Hygiene,3.0,Medical apparatus and instruments,
Welyk,https://www.crunchbase.com/organization/deckx,,"Artificial Intelligence (AI), EdTech, Information Technology, Recruiting, Software","Roma, Lazio, Italy",CareerTech that empowers software developers with AI-powered coaching and mission-driven job matching,"120,477","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2022-07-12,day,,,,,For Profit,https://www.welyk.tech/,https://www.linkedin.com/company/welyk/,,hello@welyk.tech,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Professional Services, Science and Engineering, Software",1.0,Victoria Ceccaroni,1-10,4.0,Seed,2023-05-01,20000.0,EUR,21941.0,Pre-Seed,20000.0,EUR,21941.0,Pre-Seed,300000.0,EUR,303780.0,300000.0,EUR,303780.0,"Hook, LVenture Group",,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,13.0,0.3,,,,,
Asters,https://www.crunchbase.com/organization/asters-f5da,,"Artificial Intelligence (AI), Graphic Design, Social Media, Social Media Management, Social Media Marketing, Software, Unified Communications","Affi, Veneto, Italy","Asters is a social media automation suite, powered by AI, for enterprise marketing teams.","120,610","European Union (EU), Europe, Middle East, and Africa (EMEA)",37010,,Active,2021-09-01,month,,,,,For Profit,https://asters.ai,https://www.linkedin.com/company/astersai,https://www.facebook.com/astersmedia,hello@asters.ai,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",1.0,Andrea Messetti,1-10,2.0,Seed,2023-08-04,300000.0,EUR,330778.0,Seed,300000.0,EUR,330778.0,Seed,550000.0,EUR,614036.0,550000.0,EUR,614036.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,0.1,0.0,,1.0,Scientific and electric apparatus and instruments,
Homsai,https://www.crunchbase.com/organization/homsai,,"Artificial Intelligence (AI), Energy, Smart Home, Software","Lucca, Toscana, Italy",The AI Energy Manager for your home,"122,987","European Union (EU), Europe, Middle East, and Africa (EMEA)",55100,,Active,2022-01-18,day,,,,,For Profit,https://homsai.app,https://www.linkedin.com/company/homsai,,hello@homsai.app,,,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Energy, Real Estate, Science and Engineering, Software",,,1-10,2.0,Seed,2022-09-01,125000.0,EUR,124398.0,Pre-Seed,125000.0,EUR,124398.0,Pre-Seed,228500.0,EUR,242055.0,228500.0,EUR,242055.0,"Cassa Depositi e Prestiti, Digital Magics, NovaCapital, Hastega, Giovanni Tamburini",2.0,6.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.0,-0.2,,,,,
Reboot,https://www.crunchbase.com/organization/reboot,,"Communities, Events, Internet, Service Industry","New York, New York, United States",Reboot is a research and development platform.,"123,653","Greater New York Area, East Coast, Northeastern US",10003,$10M to $50M,Active,2002-01-01,year,,,,,For Profit,http://www.rebooters.net/,https://www.linkedin.com/company/reboot-inc-,https://www.facebook.com/Rebooters,dina@rebooters.net,,,,,,,,,,,,,,"Community and Lifestyle, Events, Internet Services, Media and Entertainment, Other",,,11-50,4.0,,2018-12-10,4500000.0,USD,4500000.0,Grant,,,,,,,,11047490.0,USD,11047490.0,Jim Joseph Foundation,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,11.0,-0.8,0.0,,2.0,Scientific and electric apparatus and instruments,
Neosperience Health,https://www.crunchbase.com/organization/neosperience-health,,"Health Care, SaaS, Wellness","Milano, Lombardia, Italy",Patient Relationship Management Platform,"124,096","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2022-05-01,month,,,,,For Profit,https://neosperience.health/,https://www.linkedin.com/company/neosperience-health/,,,,,,,,,,,,,,,,"Health Care, Software",,,11-50,1.0,Seed,2023-12-30,1000000.0,USD,1000000.0,Seed,1000000.0,USD,1000000.0,Seed,1000000.0,USD,1000000.0,1000000.0,USD,1000000.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.7,0.0,,1.0,Scientific and electric apparatus and instruments,
Tepy,https://www.crunchbase.com/organization/tepy-e35e,,"Apps, Personal Health, Software, Therapeutics","Civitanova Marche, Marche, Italy",Tepy is a digital platform that offers virtual physio-assistant and tailored healing programs to help individuals attain complete recovery.,"125,153","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2021-01-01,year,,,,,For Profit,https://tepy.app,https://www.linkedin.com/company/tepy-app,,physiozepsrl@gmail.com,+39-339-4313799,,,,,,,,,,,,,"Apps, Health Care, Software",,,1-10,2.0,Seed,2024-03-12,,,,Seed,,,,Seed,220000.0,EUR,247255.0,220000.0,EUR,247255.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,1.5,,,,,
Farm4Trade,https://www.crunchbase.com/organization/farm4trade,,"Agriculture, Animal Feed, Biometrics, Business Intelligence, Data Mining, Farming, Livestock, Veterinary","Chieti, Abruzzi, Italy",Farm4Trade offers technological solutions to elevate productivity practices in the livestock sector.,"126,864","European Union (EU), Europe, Middle East, and Africa (EMEA)",66100,$1M to $10M,Active,2016-09-19,day,,,,,For Profit,https://farm4trade.com,https://www.linkedin.com/company/farm4trade,https://www.facebook.com/farm4trade,info@farm4trade.com,+39 0871 010227,,,,,,,,,,,,,"Agriculture and Farming, Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering",3.0,"Andrea Capobianco Dondona, Ercole Del Negro, Francesco Di Tondo",1-10,7.0,,2019-10-04,38000.0,EUR,41723.0,Undisclosed,38000.0,EUR,41723.0,Undisclosed,1215000.0,EUR,1436861.0,1324000.0,EUR,1569811.0,"Invitalia Ventures, GIZ - Gesellschaft für Internationale Zusammenarbeit, FI.R.A., Agenzia italiana per la cooperazione allo sviluppo, Abruzzo Region - Dept of Economic Development, Policies Labour, Education, Research and Universities",,6.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,12.0,-0.3,2.0,Computing; Calculating,0.0,,
Liberty Rider,https://www.crunchbase.com/organization/liberty-rider,,"Apps, Mobile Apps, Software","Toulouse, Midi-Pyrenees, France",Liberty Rider is an application able to detect a motorcycle accident is to share without moderation.,"128,637","European Union (EU), Europe, Middle East, and Africa (EMEA)",31000,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://liberty-rider.com/,https://www.linkedin.com/company/liberty-rider/,https://www.facebook.com/LibertyRiderApp/,contact@liberty-rider.com,+33 6 29 96 86 41,,,,,,,,,,,,,"Apps, Mobile, Software",4.0,"Emmanuel Petit, Jeremie Fourmann, Julien Le, Martin d'Allens",11-50,2.0,Seed,2023-07-06,,,,Non-equity Assistance,1600000.0,EUR,1860567.0,Seed,1600000.0,EUR,1860567.0,1600000.0,EUR,1860567.0,"The Family, Matmut, Macif, MaddyTour",1.0,4.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,-0.3,,,,,
Menumal,https://www.crunchbase.com/organization/siligon,,"Food Delivery, Restaurants, Retail, SaaS, Software","Seravezza, Toscana, Italy","SaaS per la digitalizzazione e gestione flessibile del menù, senza compromessi di stile","129,468","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2023-04-01,month,,,,,For Profit,https://www.menumal.it/,,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Software, Transportation",,,1-10,2.0,Seed,2024-09-09,24000.0,EUR,26486.0,Pre-Seed,24000.0,EUR,26486.0,Pre-Seed,30000.0,EUR,33053.0,30000.0,EUR,33053.0,IKIGAI,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,-0.3,,,,,
SPC Credit Union,https://www.crunchbase.com/organization/spc-credit-union,,"Banking, Credit, Financial Services","Hartsville, South Carolina, United States","SPC Credit Union is a financial institution that provides savings, checking accounts, payroll, online banking and wealth management.","129,673","East Coast, Southern US",,$1M to $10M,Active,1941-01-01,year,,,,,Non-profit,https://spccu.org/,https://www.linkedin.com/company/spc-credit-union/,https://www.facebook.com/spccreditunion,inquiries@spccu.org,+1-8433324506,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,101-250,1.0,,2023-04-10,2478839.0,USD,2478839.0,Grant,,,,,,,,2478839.0,USD,2478839.0,Community Development Financial Institutions Fund,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,0.7,,,,,
20Seconds,https://www.crunchbase.com/organization/20seconds,,"Human Resources, Media and Entertainment, Social Media","Naples, Campania, Italy",The world's first app that lets you find a job in 20 seconds.,"130,167","European Union (EU), Europe, Middle East, and Africa (EMEA)",80132,,Active,2023-10-30,day,,,,,For Profit,http://www.20seconds.it,https://www.linkedin.com/company/20seconds/,https://www.facebook.com/20secondsapp/,info@20seconds.it,,,,,,,,,,,,,,"Administrative Services, Internet Services, Media and Entertainment",2.0,"Andrea La Gioia, Bruno Sculli",1-10,2.0,Seed,2024-09-01,100000.0,EUR,110447.0,Angel,100000.0,EUR,110447.0,Angel,150000.0,EUR,164730.0,150000.0,EUR,164730.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-0.7,,,,,
Profiter,https://www.crunchbase.com/organization/profiter,,"Artificial Intelligence (AI), Machine Learning, Pharmaceutical, Software","Bari, Puglia, Italy",Predictive & Smart Inventory Management,"131,445","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2021-05-28,day,,,,,For Profit,https://profiter.ai/,https://www.linkedin.com/company/29290363,https://www.facebook.com/profiterGain/,info@profiter.ai,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",3.0,"Alex Mina, Maurizio Ghisolfi, Osvaldo Mauro",1-10,2.0,Seed,2022-06-08,27500.0,EUR,29472.0,Pre-Seed,27500.0,EUR,29472.0,Pre-Seed,27500.0,EUR,29472.0,27500.0,EUR,29472.0,"Startup Wise Guys, Startup Wise Guys SaaS Milan",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,-0.1,0.0,,1.0,Scientific and electric apparatus and instruments,
AD cube,https://www.crunchbase.com/organization/ad-cube,,"Artificial Intelligence (AI), Data Integration, Digital Marketing","Milano, Lombardia, Italy",AD cube is an AI platform for the full-funnel optimization of digital advertising campaigns.,"131,449","European Union (EU), Europe, Middle East, and Africa (EMEA)",20134,Less than $1M,Active,2023-01-01,year,,,,,For Profit,https://adcube.ai/,https://www.linkedin.com/company/ad-cube/,https://www.facebook.com/profile.php?id=100090401883824,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",,,1-10,2.0,Seed,2024-12-05,100000.0,EUR,105865.0,Seed,100000.0,EUR,105865.0,Seed,100000.0,EUR,105865.0,160000.0,EUR,169384.0,"PLAI Accelerator, European Network of AI Excellence Centres",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.0,-0.3,,,,,
fees,https://www.crunchbase.com/organization/fees,,"Apps, Finance, Financial Services, FinTech, Mobile, SaaS","Cremona, Emilia-Romagna, Italy",Fees is an innovative startup that provides an expense management service through a mobile & web App for end-users and businesses worldwide,"131,482","European Union (EU), Europe, Middle East, and Africa (EMEA)",26100,Less than $1M,Active,2019-11-14,day,,,,,For Profit,https://www.fees.world,https://it.linkedin.com/company/fees-srl,https://www.facebook.com/fees.pro/,info@fees.world,,,,,,,,,,,,,,"Apps, Financial Services, Mobile, Software",2.0,"Matteo Mazzolari, Paolo Pavesi",1-10,3.0,,2021-05-15,121000.0,USD,121000.0,Corporate Round,121000.0,USD,121000.0,Corporate Round,257500.0,USD,257500.0,257500.0,USD,257500.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,12.0,0.0,,,,,
Equis,https://www.crunchbase.com/organization/equis,,"Infrastructure, Recycling, Renewable Energy, Waste Management","Singapore, Central Region, Singapore","Equis is renewable energy and waste infrastructure, developer.","131,487","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",049145,,Active,2019-01-01,year,,,,,For Profit,https://www.equis.com/,,,equis@equis.com,+65 6220 0040,,,,,,,,,,,,,"Energy, Other, Sustainability",,,101-250,1.0,,2020-08-04,100000000000.0,KRW,83806140.0,Venture - Series Unknown,100000000000.0,KRW,83806140.0,Venture - Series Unknown,100000000000.0,KRW,83806140.0,100000000000.0,KRW,83806140.0,Hana Financial Investment,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,11.0,0.7,0.0,,1.0,Industrial oils and greases; lubricants; fuels,
Nubo,https://www.crunchbase.com/organization/nubo,,"Developer Tools, IaaS, Infrastructure, PaaS, Software, Web Development","London, England, United Kingdom",Nubo is a platform for developers,"135,443","Europe, Middle East, and Africa (EMEA)",WC2H 9JQ,,Active,2021-01-01,year,,,,,For Profit,https://nubo.app,,,,,,,,,,,,,,,,,"Other, Software",1.0,Marcel Thomas,1-10,1.0,Seed,2021-06-01,300000.0,USD,300000.0,Pre-Seed,300000.0,USD,300000.0,Pre-Seed,300000.0,USD,300000.0,300000.0,USD,300000.0,Antler,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,-0.2,0.0,,1.0,Scientific and electric apparatus and instruments,
Sestre,https://www.crunchbase.com/organization/sestre,,"E-Commerce, Health Care, Medical, Nutraceutical, Nutrition, Pharmaceutical, Women's","Trinitapoli, Puglia, Italy","Sestre is an online store that offers nutraceutical supplements, nutrition, Mediterranean diet, healthy, and wellness products.","136,832","European Union (EU), Europe, Middle East, and Africa (EMEA)",76015,Less than $1M,Active,2018-01-01,year,,,,,For Profit,https://www.sestre.it/,https://www.linkedin.com/company/sestre-srl/,https://www.facebook.com/sestreintegratori/,amministrazione@sestre.it,+39 088 363 1049,,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care",2.0,"Sabrina Fiorentino, Silvia Fiorentino",1-10,1.0,,2024-09-25,400000.0,EUR,445186.0,Venture - Series Unknown,400000.0,EUR,445186.0,Venture - Series Unknown,400000.0,EUR,445186.0,400000.0,EUR,445186.0,"CDP Venture Capital, Lifegate Way, MiMiT Women's Enterprise Fund",1.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,33.0,-0.8,,,,,
