Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Lead Investments,Number of Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,Delisted Date,Delisted Date Precision,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
STREET REPORTER,https://www.crunchbase.com/organization/street-reporter,,"Events, Mobile Apps, Online Portals, Real Time","Simone, Calabria, Italy",STREET REPORTER is an online platform for sharing events in real-time.,"3,018,377","European Union (EU), Europe, Middle East, and Africa (EMEA)",00012,,Active,2020-01-01,year,,,,,For Profit,https://www.streetreporter.it,https://www.facebook.com/streetreporterAPP,https://www.linkedin.com/company/street-reporter/,info@streetreporter.it,,"STREET REPORTER is a real-time event-sharing platform. Redeem free products, vouchers, and discounts directly from the app. They analyze and develop the marketing and non-marketing potential of new audiovisuals, as well as their growing widespread distribution, in unprecedented ways, in order to produce, promote, and distribute images for editorial, promotional, and playful purposes, interconnecting in real-time.",,,,,,,,,,,,"Apps, Events, Internet Services, Media and Entertainment, Mobile, Other, Software",1,Fabrizio Bracci,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,14,,,,
iospedisco.it,https://www.crunchbase.com/organization/iospedisco-it,,"Courier Service, Delivery, Freight Service",,iospedisco.it is a search engine for shipments that provides national and international couriers service.,"3,097,098",,,,Active,2014-01-01,year,,,,,For Profit,https://www.iospedisco.it,https://www.facebook.com/iospedisco,https://www.linkedin.com/company/iospedisco-it,info@iospedisco.it,028-717-8335,,,,,,,,,,,,,"Administrative Services, Transportation",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,3,,,,
Sporters,https://www.crunchbase.com/organization/sporters,,"Sports, Training, Video Conferencing","Milan, Lombardia, Italy",Sporters provides video-lessons for athletes sharing their secrets and challenges.,"3,107,216","European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,Active,2019-01-01,year,,,,,For Profit,https://sporters.it,https://www.facebook.com/sporters.official/?ref=page_internal,https://www.linkedin.com/company/sportersitalia/,sportersitalia@legalmail.it,,"Sporters is a digital space where sports fans can meet their heroes. They are a miniseries of video courses with 20 episodes each that focus on physical prowess, technique, and mental strength. They include a diary where you can find the history of the contents used, a score, and new educational missions to complete in order to earn sporters coins.",,,,,,,,,,,,"Education, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software, Sports",1,Alex Ballato,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.2,12,,,,
Talete,https://www.crunchbase.com/organization/talete,,"Consulting, Water, Water Purification","Viterbo, Lazio, Italy","Talete is a water utility company that collects and distributes water for civil use, sewerage, and waste water purification.","3,133,899","European Union (EU), Europe, Middle East, and Africa (EMEA)",01100,$10M to $50M,Active,2003-12-18,day,,,,,For Profit,https://www.taletespa.eu,https://www.facebook.com/taletespa,https://www.linkedin.com/company/talete-spa/,info@taletespa.eu,+39 0761 23888,,,,,,,,,,,,,"Natural Resources, Professional Services, Sustainability",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.6,10,,,,
Nejcraft,https://www.crunchbase.com/organization/nejcraft,,"Console Games, Gaming, Information Technology, PC Games, Software, Video Games",,Game developer and publisher based in the Czech Republic,"3,147,068",,,,Active,2022-03-03,day,,,,,For Profit,https://nejcraft.cz,https://facebook.com/nejcraft,https://linkedin.com/company/Nejcraft,support@nejcraft.cz,,,,,,,,,,,,,,"Gaming, Information Technology, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,15,,,,
PARENTUBE,https://www.crunchbase.com/organization/parentube,,"Education, Family, Medical, Psychology","Milan, Lombardia, Italy",Parentube è la prima piattaforma per genitori con i consigli dei migliori esperti della famiglia,"3,159,863","European Union (EU), Europe, Middle East, and Africa (EMEA)",20138,,Active,2021-05-19,day,,,,,For Profit,https://www.parentube.it,https://www.facebook.com/parentube.it,https://www.linkedin.com/company/parentube,info@parentube.it,0236516003,Parentube è la prima piattaforma on demand che racchiude i consigli dei migliori esperti in formato video sempre disponibili e che mette in contatto diretto i genitori e gli esperti per consulenze private.,,,,,,,,,,,,"Community and Lifestyle, Education, Health Care",1,Lorenzo Ferrari,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,1,,,,
Regala Un Albero,https://www.crunchbase.com/organization/regala-un-albero,,"Environmental Engineering, Marketing, Social Impact","Rome, Lazio, Italy",Regala Un Albero specializes in the promotion and contribution of planting new trees to protect and enhance the environment.,"3,168,797","European Union (EU), Europe, Middle East, and Africa (EMEA)",00196,Less than $1M,Active,2014-01-01,year,,,,,For Profit,https://www.regalaunalbero.net,https://www.facebook.com/RegalaUnAlbero,https://www.linkedin.com/company/regalaunalbero,info@regalaunalbero.com,+39-697-841733,,,,,,,,,,,,,"Other, Sales and Marketing, Science and Engineering, Social Impact, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,4,0,2,,Advertising; business
Veradea,https://www.crunchbase.com/organization/veradea,,"Manufacturing, Retail, Sales","Roma, Lazio, Italy",Veradea is a mattress and pillow company.,"3,192,508","European Union (EU), Europe, Middle East, and Africa (EMEA)",00139,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.veradea-materasso.com/,https://www.facebook.com/veradeamaterasso/,https://www.linkedin.com/company/veradea/,info@veradea-materasso.com,+39 06 945 000 51,Veradea manufactures and sells mattresses and pillows. They design mattresses to meet the sleep needs of customers. They offer customized assistance services pre and after-sales phases. They respond to customer inquiries by phone and contact form.,,,,,,,,,,,,"Commerce and Shopping, Manufacturing, Sales and Marketing",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,8,,,,
SeaShare,https://www.crunchbase.com/organization/seashare,,"Boating, Marine Technology, Marine Transportation, Tourism",,SeaShare is an Italian boat-sharing platform making tourism and maritime transport more accessible and sustainable.,"3,250,659",,,,Active,,,,,,,For Profit,,,,,,SeaShare is an Italian boat-sharing platform making tourism and maritime transport more accessible and sustainable.,,,,,,,,,,,,"Science and Engineering, Sports, Transportation, Travel and Tourism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.7,6,,,,
Speediti,https://www.crunchbase.com/organization/speediti,,"Apps, Delivery Service, Same Day Delivery","Castel Maggiore, Emilia-Romagna, Italy",Speediti is a platform that connects drivers with available space on board with people who ship to the same destination.,"3,264,867","European Union (EU), Europe, Middle East, and Africa (EMEA)",40013,,Active,2020-01-01,year,,,,,For Profit,https://www.speediti.com,https://www.facebook.com/speediti,https://www.linkedin.com/company/speediti,hello@speediti.com,,"Speediti is an application for package delivery services. They offer urgent delivery of a spare part, a food package, a medical supply, or a last-minute gift.",,,,,,,,,,,,"Apps, Software, Transportation",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.3,1,,,,
Kpet,https://www.crunchbase.com/organization/kpet,,"Apps, Internet, Pet, Software","Serravalle Pistoiese, Toscana, Italy","Kpet is a mobile application that provides pet sitting, grooming, education, hospitality, photography, and dog walking solutions.","3,287,975","European Union (EU), Europe, Middle East, and Africa (EMEA)",51034,,Active,2020-01-01,year,,,,,For Profit,https://kpet.it/,https://www.facebook.com/kpetapp,https://www.linkedin.com/company/kpet-srl/,kpetapp@gmail.com,,,,,,,,,,,,,,"Apps, Community and Lifestyle, Internet Services, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,15,,,,
Compagnia della Tavola Italiana,https://www.crunchbase.com/organization/compagnia-della-tavola-italiana,,"Food and Beverage, Organic Food, Supply Chain Management","Palermo, Sicilia, Italy",CTI provides agri-food products and organic food services.,"3,291,450","European Union (EU), Europe, Middle East, and Africa (EMEA)",90134,,Active,,,,,,,For Profit,https://www.cti.srl,,,info@cti.srl,+39 335 5776414,"CTI provides consumer and proposing health services. They also offer agri-food, ecosystem of technologies, tools, and services. They also offer supply chain from production to distribution and storage.",,,,,,,,,,,,"Food and Beverage, Transportation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,11,1,0,Testing,
IotALAB,https://www.crunchbase.com/organization/iotalab,,"Big Data, Internet, Internet of Things","Ancona, Marche, Italy","IoTALAB provides industry 4.0, internet of things, and big data services.","3,342,429","European Union (EU), Europe, Middle East, and Africa (EMEA)",60131,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.iotalab.it,,https://www.linkedin.com/company/iotalab,info@iotalab.it,,IotALAB provides its sensors and alerting platforms as-a-service. They operate in the information technology and services industry. They offer technology that enables products and accessories in the fashion sector to send data and information.,,,,,,,,,,,,"Data and Analytics, Internet Services",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.7,8,0,1,,Scientific and electric apparatus and instruments
Volmax Group,https://www.crunchbase.com/organization/volmax-group,,"E-Commerce, IT Infrastructure, Software, Wholesale","Almaty, Almaty City, Kazakhstan","Volmax Group offers IT services, including software setup, configuration, and technical support.","3,364,453",,050010,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://volmax.kz,https://www.facebook.com/volmaxgroup,https://www.linkedin.com/company/volmax-group,info@volmax.kz,+7 727 3560535,"Volmax Group specializes in providing qualified IT services, including software installation, configuration, and technical support. With a focus on enhancing the digital infrastructure of its clients, Volmax Group caters to a variety of needs ranging from personal computing solutions like Microsoft 365 to broader IT system support. The company employs a team of skilled professionals dedicated to offering timely and efficient service to ensure optimal operational functionality for businesses and individual users alike. Despite its compact size, Volmax Group maintains a commitment to delivering comprehensive IT solutions.",,,,,,,,,,,,"Commerce and Shopping, Information Technology, Software",1,Vladimir Malyarchuk,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.6,,,,,
Genius Watter,https://www.crunchbase.com/organization/genius-watter,,"Energy, Solar, Water","Carmignano Di Brenta, Veneto, Italy",Genius Watter is a solar energy company that develops energy and water for commercial and industrial businesses.,"3,377,916","European Union (EU), Europe, Middle East, and Africa (EMEA)",35010,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.geniuswatter.com,,https://www.linkedin.com/company/genius-watter,info@geniuswatter.com,+39 347 44 04 545,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",2,"Dario Traverso, Franco Traverso",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.6,10,2,1,Physical Or Chemical Processes Or Apparatus In General,Machines and machine tools
Naimoli-Tech,https://www.crunchbase.com/organization/naimoli-tech,,"Product Design, Textiles, Wellness","Gorle, Lombardia, Italy",Naimoli-Tech provides carbon and ergonomics to human services.,"3,390,723","European Union (EU), Europe, Middle East, and Africa (EMEA)",24020,,Active,,,,,,,For Profit,https://www.naimoli-tech.com,,,info@naimoli-tech.com,,"Naimoli-Tech offers technological innovation and innovative solutions.  The carbon-relax technology has antistatic properties and absorbs and disperses the electrical charges accumulated by the body during the day, giving an anti-stress and relaxing effect. Their yarns are anti-bacterial, hypoallergenic, and anti-static and further promote health and hygiene, especially for children, the elderly, and allergic people.",,,,,,,,,,,,"Design, Health Care, Manufacturing",1,Mario Naimoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.7,8,4,3,Electric Techniques Not Otherwise Provided For,Environmental control apparatus
Maeve International,https://www.crunchbase.com/organization/maeve-international,,,,Ultra Thin Premium Sanitary Pads with Gel Technology Recommended by Top Doctors...,"3,474,385",,,,Active,2022-03-09,day,,,,,Non-profit,https://maeveinternational.in/,https://Facebook.com/Maeveinternational/,,Contact@maeveinternational.in,+91 74883 56574,An International Quality Sanitary Pads Now in India... We provide Ultra Thin Premium Sanitary Pads with Gel Technology Recommended by Top Doctors... Maeve International provides India's Thinnest Sanitary Pads...,,,,,,,,,,,,,,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.7,,,,,
MyPad Management,https://www.crunchbase.com/organization/mypad-management,,"Commercial Real Estate, Property Management, Real Estate, Rental","Marietta, Georgia, United States","MyPad Management is a real estate firm that provides association management, property management and rental services.","3,494,220","Greater Atlanta Area, East Coast, Southern US",30060,$1M to $10M,Active,,,,,,,For Profit,https://www.mypadmanagement.com/,https://www.facebook.com/MyPadManagment/,,info@mypadmanagement.com,+1 706-728-5122,,,,,,,,,,,,,"Commerce and Shopping, Real Estate",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.5,13,,,,
Phacil,https://www.crunchbase.com/organization/phacil,,"Cyber Security, Data Integration, Information Technology, Software","Arlington, Virginia, United States",Phacil is a provider of technology solutions and cybersecurity.,"3,563,691","Washington DC Metro Area, East Coast, Southern US",22203,$100M to $500M,Active,2001-01-01,year,2019-03-25,day,,,For Profit,https://www.phacil.com/,http://www.facebook.com/PhacilUSA,http://www.linkedin.com/company/phacil-inc,,(703)526-1800,"Phacil is a leading provider of mission-focused, results-driven technology solutions including software services, systems engineering/integration and operations, cybersecurity, and service desk to civilian and defense agencies of the U.S. federal government. We were founded in 2001 as a Delaware Corporation. We are headquartered in Arlington, Virginia and have approximately 900 energetic, highly-skilled professionals holding numerous advanced IT certifications and security clearances.",,,,,,,,,,,,"Data and Analytics, Information Technology, Privacy and Security, Software",2,"Raf Collado, Sascha Mornell",501-1000,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,Phacil acquired by BY LIGHT Professional IT Services,https://www.crunchbase.com/acquisition/by-light-professional-it-services-acquires-phacil--b2cb89bd,BY LIGHT Professional IT Services,https://www.crunchbase.com/organization/by-light-professional-it-services,2019-03-25,day,,,,Acquisition,,Private,,,,,,,,,,,,,-1.1,11,0,1,,Scientific and technological services
"Elite Spare Parts, Inc.",https://www.crunchbase.com/organization/elite-spare-parts-inc,,"Internet, Marketplace, Online Portals","Mahwah, New Jersey, United States",Elite Spare Parts is an online marketplace for classic automotive spare parts.,"3,642,295","Greater New York Area, East Coast, Northeastern US",07430,,Closed,2018-01-01,year,,,2022-01-01,year,For Profit,https://www.EliteSpareParts.com,https://www.facebook.com/EliteSparePartsMarketplace/,https://www.linkedin.com/company/elitespareparts,welcome@elitespareparts.com,201-201-0900,"Elite Spare Parts is a marketplace that connects classic car collectors and automotive professionals with the spare parts they need. Our mission is to be the final destination for every spare part merchant and vintage car collector around the world, bringing together buyers and sellers of rare, hard-to-find parts in one place. We provide a safe, efficient way for you to find what you're looking for without breaking your bank account or going through all the hassle of scouring classifieds on your own.",,,,,,,,,,,,"Commerce and Shopping, Internet Services",2,"Carlo Alberto Cuman, Matteo Dolci",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,7,,,,
